drug,token_1,token_2,token_3,token_4,token_5,token_6,token_7,token_8,token_9,token_10,token_11,token_12,token_13,token_14,token_15,token_16,token_17,token_18,token_19,token_20,token_21,token_22,token_23,token_24,token_25,token_26,token_27,token_28,token_29,token_30,token_31,token_32,token_33,token_34,token_35,token_36,token_37,token_38,token_39,token_40,token_41,token_42,token_43,token_44,token_45,token_46,token_47,token_48,token_49,token_50,token_51,token_52,token_53,token_54,token_55,token_56,token_57,token_58,token_59,token_60,token_61,token_62,token_63,token_64,token_65,token_66,token_67,token_68,token_69,token_70,token_71,token_72,token_73,token_74,token_75,token_76,token_77,token_78,token_79,token_80,token_81,token_82,token_83,token_84,token_85,token_86,token_87,token_88,token_89,token_90,token_91,token_92,token_93,token_94,token_95,token_96,token_97,token_98,token_99,token_100,token_101,token_102,token_103,token_104,token_105,token_106,token_107,token_108,token_109,token_110,token_111,token_112,token_113,token_114,token_115,token_116,token_117,token_118,token_119,token_120,token_121,token_122,token_123,token_124,token_125,token_126,token_127,token_128,token_129,token_130,token_131,token_132,token_133,token_134,token_135,token_136,token_137,token_138,token_139,token_140,token_141,token_142,token_143,token_144,token_145,token_146,token_147,token_148,token_149,token_150,token_151,token_152,token_153,token_154,token_155
MG-132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,6.0,9.0,13.0,9.0,9.0,6.0,9.0,14.0,3.0,13.0,10.0,9.0,6.0,14.0,3.0,13.0,9.0,6.0,9.0,9.0,6.0,9.0,13.0,9.0,13.0,10.0,9.0,6.0,14.0,3.0,13.0,9.0,6.0,9.0,9.0,6.0,9.0,13.0,9.0,13.0,10.0,9.0,6.0,14.0,3.0,13.0,3.0,9.0,9.0,17.0,14.0,9.0,9.0,14.0,9.0,9.0,14.0,9.0,17.0
MIM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,17.0,14.0,9.0,23.0,9.0,6.0,14.0,10.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,1.0,13.0,10.0,17.0,10.0,14.0,9.0,9.0,25.0,14.0,9.0,6.0,9.0,6.0,14.0,9.0,6.0,9.0,14.0,9.0,25.0,13.0,3.0,13.0,3.0,13.0,3.0
MK-2206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,9.0,9.0,6.0,9.0,17.0,13.0,6.0,9.0,1.0,14.0,9.0,9.0,14.0,9.0,6.0,9.0,14.0,9.0,1.0,13.0,9.0,25.0,14.0,9.0,6.0,9.0,14.0,9.0,16.0,9.0,6.0,14.0,10.0,25.0,13.0,9.0,14.0,9.0,10.0,27.0,9.0,16.0,14.0,10.0,10.0,9.0,27.0,14.0,3.0,13.0,9.0,18.0,14.0,9.0,9.0,14.0,9.0,9.0,14.0,9.0,18.0,13.0,10.0
Masitinib,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,17.0,14.0,9.0,6.0,9.0,14.0,9.0,6.0,9.0,14.0,9.0,17.0,13.0,10.0,9.0,6.0,14.0,3.0,13.0,9.0,1.0,14.0,9.0,9.0,14.0,9.0,6.0,9.0,14.0,9.0,1.0,13.0,9.0,10.0,25.0,9.0,9.0,10.0,6.0,9.0,9.0,25.0,13.0,9.0,13.0,10.0,9.0,16.0,14.0,10.0,9.0,6.0,14.0,9.0,23.0,16.0,13.0,9.0,27.0,14.0,9.0,10.0,14.0,9.0,9.0,14.0,9.0,27.0
Methotrexate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,6.0,9.0,9.0,17.0,14.0,9.0,10.0,14.0,9.0,1.0,9.0,6.0,14.0,10.0,17.0,13.0,9.0,6.0,14.0,10.0,9.0,6.0,14.0,10.0,1.0,13.0,10.0,13.0,10.0,13.0,9.0,25.0,14.0,9.0,9.0,14.0,9.0,6.0,9.0,14.0,9.0,25.0,13.0,9.0,6.0,14.0,3.0,13.0,10.0,9.0,6.0,9.0,9.0,9.0,6.0,14.0,3.0,13.0,3.0,13.0,9.0,6.0,14.0,3.0,13.0,3.0
Midostaurin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,17.0,1.0,9.0,6.0,9.0,6.0,9.0,9.0,6.0,3.0,17.0,13.0,10.0,25.0,9.0,16.0,14.0,9.0,9.0,14.0,9.0,9.0,14.0,9.0,16.0,9.0,27.0,14.0,9.0,18.0,9.0,6.0,14.0,9.0,2.0,9.0,26.0,14.0,9.0,9.0,14.0,9.0,9.0,14.0,9.0,26.0,10.0,1.0,9.0,2.0,14.0,9.0,27.0,25.0,13.0,9.0,10.0,9.0,18.0,14.0,3.0,13.0,10.0,6.0,9.0,13.0,9.0,6.0,14.0,3.0,13.0,9.0,15.0,14.0,9.0,9.0,14.0,9.0,9.0,14.0,9.0,15.0,13.0,3.0,9.0
Mirin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,14.0,9.0,9.0,6.0,14.0,9.0,9.0,14.0,9.0,17.0,9.0,14.0,9.0,1.0,9.0,6.0,14.0,3.0,13.0,10.0,14.0,9.0,6.0,23.0,1.0,13.0,10.0,13.0,3.0
Mitomycin-C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,17.0,14.0,9.0,6.0,9.0,6.0,14.0,3.0,13.0,9.0,1.0,14.0,9.0,6.0,9.0,17.0,14.0,3.0,13.0,10.0,25.0,9.0,9.0,16.0,9.0,6.0,9.0,25.0,6.0,9.0,1.0,9.0,3.0,9.0,6.0,14.0,3.0,13.0,10.0,13.0,3.0,9.0,13.0,10.0,16.0,13.0,10.0
Motesanib,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,17.0,6.0,9.0,10.0,9.0,1.0,14.0,9.0,17.0,9.0,14.0,9.0,9.0,6.0,14.0,9.0,1.0,13.0,10.0,9.0,6.0,14.0,3.0,13.0,9.0,25.0,14.0,9.0,6.0,10.0,14.0,9.0,9.0,14.0,9.0,25.0,13.0,10.0,9.0,9.0,16.0,14.0,9.0,9.0,14.0,10.0,9.0,14.0,9.0,16.0,13.0,9.0
NG-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10.0,17.0,9.0,9.0,10.0,6.0,9.0,9.0,17.0,13.0,9.0,9.0,1.0,14.0,9.0,6.0,9.0,14.0,9.0,6.0,9.0,14.0,9.0,1.0,13.0,10.0,9.0,6.0,14.0,3.0,13.0,9.0,25.0,14.0,9.0,9.0,6.0,14.0,9.0,6.0,9.0,14.0,9.0,25.0,13.0,9.0,13.0,3.0,9.0,16.0,14.0,9.0,27.0,9.0,14.0,9.0,10.0,9.0,27.0,14.0,10.0,9.0,14.0,9.0,16.0,13.0,9.0,6.0,12.0,13.0,6.0,12.0,13.0,12.0
NSC-207895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,17.0,9.0,9.0,10.0,6.0,9.0,9.0,17.0,13.0,9.0,1.0,14.0,9.0,9.0,14.0,9.0,6.0,9.0,25.0,14.0,10.0,3.0,20.0,6.0,14.0,9.0,1.0,25.0,13.0,24.0,13.0,20.0,6.0,14.0,3.0,13.0,24.0
NSC-87877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,14.0,9.0,9.0,1.0,14.0,9.0,6.0,9.0,14.0,9.0,6.0,9.0,6.0,14.0,9.0,1.0,10.0,14.0,9.0,17.0,13.0,3.0,13.0,10.0,14.0,10.0,9.0,25.0,14.0,9.0,9.0,16.0,14.0,9.0,6.0,9.0,14.0,9.0,25.0,13.0,9.0,14.0,9.0,6.0,9.0,14.0,9.0,16.0,13.0,23.0,6.0,14.0,3.0,13.0,6.0,14.0,3.0,13.0,3.0,13.0,23.0,6.0,14.0,3.0,13.0,6.0,14.0,3.0,13.0,3.0
NSC319726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,6.0,14.0,10.0,10.0,9.0,6.0,14.0,23.0,13.0,10.0,17.0,9.0,9.0,9.0,17.0,13.0,9.0,1.0,14.0,9.0,9.0,14.0,9.0,9.0,14.0,10.0,1.0
NU7441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,9.0,3.0,9.0,9.0,10.0,17.0,9.0,1.0,14.0,9.0,9.0,6.0,14.0,3.0,13.0,9.0,25.0,14.0,9.0,6.0,3.0,1.0,13.0,9.0,6.0,14.0,9.0,9.0,14.0,9.0,25.0,13.0,9.0,16.0,14.0,9.0,9.0,14.0,9.0,9.0,27.0,14.0,9.0,16.0,23.0,9.0,18.0,14.0,9.0,9.0,14.0,9.0,9.0,14.0,9.0,27.0,18.0
NVP-BHG712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,17.0,14.0,9.0,6.0,9.0,14.0,9.0,6.0,9.0,14.0,9.0,17.0,13.0,9.0,6.0,14.0,3.0,13.0,10.0,9.0,1.0,14.0,9.0,9.0,14.0,9.0,9.0,6.0,14.0,9.0,1.0,13.0,9.0,6.0,12.0,13.0,6.0,12.0,13.0,12.0,13.0,10.0,9.0,25.0,14.0,9.0,16.0,9.0,14.0,10.0,10.0,6.0,9.0,16.0,14.0,10.0,9.0,6.0,14.0,10.0,25.0,13.0,9.0,27.0,14.0,9.0,10.0,14.0,9.0,9.0,14.0,9.0,27.0,13.0,9.0
NVP-TAE684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,6.0,9.0,13.0,23.0,6.0,14.0,3.0,13.0,6.0,14.0,3.0,13.0,9.0,17.0,14.0,9.0,9.0,14.0,9.0,9.0,14.0,9.0,17.0,10.0,9.0,1.0,14.0,10.0,9.0,6.0,14.0,10.0,9.0,14.0,9.0,1.0,8.0,13.0,10.0,9.0,25.0,14.0,9.0,6.0,9.0,14.0,9.0,6.0,9.0,14.0,9.0,25.0,13.0,10.0,16.0,9.0,9.0,9.0,6.0,9.0,9.0,16.0,13.0,10.0,27.0,9.0,9.0,10.0,6.0,9.0,9.0,27.0,13.0,9.0,13.0,3.0,9.0
Navitoclax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,17.0,6.0,9.0,9.0,9.0,6.0,14.0,9.0,6.0,9.0,17.0,13.0,9.0,10.0,1.0,9.0,9.0,10.0,6.0,9.0,9.0,1.0,13.0,9.0,25.0,14.0,9.0,9.0,14.0,9.0,6.0,9.0,14.0,9.0,25.0,13.0,9.0,6.0,14.0,3.0,13.0,10.0,23.0,6.0,14.0,3.0,13.0,6.0,14.0,3.0,13.0,9.0,16.0,14.0,9.0,9.0,6.0,14.0,9.0,6.0,9.0,14.0,9.0,16.0,13.0,10.0,9.0,6.0,9.0,9.0,10.0,27.0,9.0,9.0,3.0,9.0,9.0,27.0,13.0,9.0,23.0,9.0,18.0,14.0,9.0,9.0,14.0,9.0,9.0,14.0,9.0,18.0,13.0,23.0,6.0,14.0,3.0,13.0,6.0,14.0,3.0,13.0,9.0,6.0,12.0,13.0,6.0,12.0,13.0,12.0,13.0,9.0,2.0,14.0,9.0,9.0,14.0,9.0,6.0,9.0,14.0,9.0,2.0,13.0,8.0,13.0,9.0
Nilotinib,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,17.0,14.0,9.0,6.0,9.0,14.0,9.0,6.0,9.0,14.0,9.0,17.0,13.0,9.0,6.0,14.0,3.0,13.0,10.0,9.0,1.0,14.0,9.0,9.0,6.0,14.0,9.0,9.0,6.0,14.0,9.0,1.0,13.0,9.0,6.0,12.0,13.0,6.0,12.0,13.0,12.0,13.0,10.0,25.0,9.0,14.0,9.0,6.0,10.0,14.0,9.0,25.0,13.0,9.0,13.0,10.0,9.0,16.0,14.0,10.0,9.0,14.0,9.0,9.0,6.0,14.0,10.0,16.0,13.0,9.0,27.0,14.0,9.0,10.0,14.0,9.0,9.0,14.0,9.0,27.0
OSI-027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,9.0,17.0,14.0,9.0,9.0,14.0,9.0,9.0,1.0,14.0,9.0,17.0,10.0,9.0,6.0,14.0,9.0,1.0,13.0,9.0,25.0,14.0,9.0,16.0,9.0,6.0,14.0,10.0,9.0,14.0,10.0,10.0,16.0,9.0,6.0,14.0,10.0,25.0,13.0,9.0,27.0,9.0,9.0,9.0,6.0,9.0,9.0,27.0,13.0,9.0,6.0,14.0,3.0,13.0,3.0,13.0,10.0
OSI-930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,14.0,9.0,9.0,14.0,9.0,1.0,9.0,6.0,14.0,9.0,17.0,13.0,9.0,6.0,14.0,9.0,9.0,14.0,10.0,1.0,13.0,9.0,10.0,9.0,25.0,14.0,9.0,6.0,23.0,9.0,14.0,9.0,25.0,13.0,9.0,6.0,14.0,3.0,13.0,10.0,9.0,16.0,14.0,9.0,9.0,14.0,9.0,6.0,9.0,14.0,9.0,16.0,13.0,3.0,9.0,6.0,12.0,13.0,6.0,12.0,13.0,12.0
OSU-03012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,14.0,9.0,9.0,14.0,9.0,1.0,9.0,6.0,14.0,9.0,17.0,13.0,9.0,14.0,9.0,9.0,25.0,14.0,9.0,1.0,9.0,14.0,9.0,9.0,6.0,14.0,9.0,25.0,13.0,9.0,16.0,14.0,9.0,9.0,6.0,14.0,10.0,10.0,16.0,9.0,27.0,14.0,9.0,9.0,14.0,9.0,6.0,9.0,14.0,9.0,27.0,13.0,10.0,9.0,6.0,14.0,3.0,13.0,9.0,10.0,13.0,9.0,6.0,12.0,13.0,6.0,12.0,13.0,12.0
